id,date,user,pc,activity
{A6X0-P2LE03HW-6963YNMV},02/02/2010 21:09:00,AAM0658,PC-9923,Logoff
{L4C5-P4OG72NM-9335ZSBT},02/03/2010 09:18:00,AAM0658,PC-9923,Logon
{Y6S5-V6JV56HI-3885CBTS},02/03/2010 21:09:00,AAM0658,PC-9923,Logoff
{Z5X3-P7SV31VD-2792RFKB},02/04/2010 09:21:00,AAM0658,PC-9923,Logon
{I7B3-Z9FC95MK-3413NOFT},02/04/2010 21:14:00,AAM0658,PC-9923,Logoff
{R4T5-V3OO43FH-9959MUXM},02/05/2010 09:16:00,AAM0658,PC-9923,Logon
{T5O1-Q5BS83BP-4291PYEU},02/05/2010 21:11:00,AAM0658,PC-9923,Logoff
{C5A3-G8JG97IC-8694VPIR},02/08/2010 09:19:00,AAM0658,PC-9923,Logon
{B8S9-W4WM42NZ-1344OONF},02/08/2010 21:12:00,AAM0658,PC-9923,Logoff
{R8K1-I3JH57PW-0429DNNF},02/09/2010 09:18:00,AAM0658,PC-9923,Logon
{Z0F1-A7NK41EL-7723AEIB},02/09/2010 21:14:00,AAM0658,PC-9923,Logoff
{C1U2-X8DO25XY-8650HVNT},02/10/2010 09:17:00,AAM0658,PC-9923,Logon
{T1Q0-V7AF59JL-1998GDOD},02/10/2010 21:15:00,AAM0658,PC-9923,Logoff
{X4X3-N0VK91WQ-3794LDQO},02/11/2010 09:19:00,AAM0658,PC-9923,Logon
{P4P6-W4XY30DY-0378ICHR},02/11/2010 21:15:00,AAM0658,PC-9923,Logoff
{R9E5-J7UB05PD-6903PXQO},02/12/2010 09:18:00,AAM0658,PC-9923,Logon
{Y1M3-B0BK03TE-9015ZWEO},02/12/2010 21:11:00,AAM0658,PC-9923,Logoff
{G3J5-G1ZW77SB-8703NPDX},02/15/2010 09:13:00,AAM0658,PC-9923,Logon
{H8I5-J7NW11HE-8060OPWS},02/15/2010 21:30:00,AAM0658,PC-9923,Logoff
{N1K5-G1EP77OZ-5207NAXI},02/16/2010 09:16:00,AAM0658,PC-9923,Logon
{G3N2-Y6BH81CL-6717STFF},02/16/2010 21:11:00,AAM0658,PC-9923,Logoff
{W8R8-E3UH62NW-7052HOXL},02/17/2010 09:14:00,AAM0658,PC-9923,Logon
{S4G1-X5AJ36CA-5629CMFR},02/17/2010 21:28:00,AAM0658,PC-9923,Logoff
{K4W7-I9JN06XY-6819BBCC},02/18/2010 09:02:00,AAM0658,PC-9923,Logon
{B7A6-S8VX74AK-3279DLNM},02/18/2010 21:28:00,AAM0658,PC-9923,Logoff
{M5M3-G0BW53AQ-0813FEIK},02/19/2010 09:01:00,AAM0658,PC-9923,Logon
{O3Y0-X6JP63VB-4562QZUV},02/19/2010 21:28:00,AAM0658,PC-9923,Logoff
{S8I0-M8RQ58DG-8637QBYR},02/22/2010 09:15:00,AAM0658,PC-9923,Logon
{V5Q4-E0AO21VW-6727LDHP},02/22/2010 21:24:00,AAM0658,PC-9923,Logoff
{G0T6-M8CQ49AU-7285OLUR},02/23/2010 09:05:00,AAM0658,PC-9923,Logon
{V4V1-F3SX32JQ-2608IHEB},02/23/2010 21:22:00,AAM0658,PC-9923,Logoff
{I6F9-A4AS81VJ-1420PFBE},02/24/2010 09:18:00,AAM0658,PC-9923,Logon
{V2O5-L7JX60WZ-5581SNIV},02/24/2010 21:11:00,AAM0658,PC-9923,Logoff
{V0E0-X6DM42EP-8955RGCH},02/25/2010 09:21:00,AAM0658,PC-9923,Logon
{Z2J5-R6XV81KH-7946BJXF},02/25/2010 21:12:00,AAM0658,PC-9923,Logoff
{Q4Q4-W8KC04MA-9638LQGX},02/26/2010 09:03:00,AAM0658,PC-9923,Logon
{M2U1-K4DP22HP-4923GJIC},02/26/2010 21:28:00,AAM0658,PC-9923,Logoff
{D8S7-L8YS32CO-8069JPIT},03/01/2010 09:01:00,AAM0658,PC-9923,Logon
{F3I1-B8TH77CF-0071DDTO},03/01/2010 21:28:00,AAM0658,PC-9923,Logoff
{R7B9-I0UJ15VM-7987RBZU},03/02/2010 09:15:00,AAM0658,PC-9923,Logon
{H7V7-G1BK39WM-1356TPLK},03/02/2010 21:12:00,AAM0658,PC-9923,Logoff
{D2Q6-E9XK33JF-5462AOIN},03/03/2010 09:19:00,AAM0658,PC-9923,Logon
{T2X2-R5NS30RQ-9622USSW},03/03/2010 21:10:00,AAM0658,PC-9923,Logoff
{I8P0-Y9FD41UQ-2380TDSC},03/04/2010 09:17:00,AAM0658,PC-9923,Logon
{R8P6-S1QU02HI-5834OLCM},03/04/2010 21:09:00,AAM0658,PC-9923,Logoff
{D4A5-V7KI45PC-7869PXDE},03/05/2010 09:20:00,AAM0658,PC-9923,Logon
{Z5I4-C3YB58MQ-0439OWVP},03/05/2010 21:10:00,AAM0658,PC-9923,Logoff
{V0O2-F1YC57PM-2120EGFE},03/08/2010 09:18:00,AAM0658,PC-9923,Logon
{S6T9-P0QQ19GP-3689VJSQ},03/08/2010 21:13:00,AAM0658,PC-9923,Logoff
{W2E2-P6RW26CK-8096LSFJ},03/09/2010 09:02:00,AAM0658,PC-9923,Logon
{K8X5-I2TJ03LZ-6418CLZR},03/09/2010 21:30:00,AAM0658,PC-9923,Logoff
{O3H1-K8HN56EN-3228EMPW},03/10/2010 09:01:00,AAM0658,PC-9923,Logon
{D4F3-W5ME62XT-1749QGPM},03/10/2010 21:20:00,AAM0658,PC-9923,Logoff
{E4U2-C1EQ49CP-3435WOIS},03/11/2010 09:04:00,AAM0658,PC-9923,Logon
{V5X4-W6EP65KG-3001BKDQ},03/11/2010 21:21:00,AAM0658,PC-9923,Logoff
{X4A8-B3BW41GK-4873TVMW},03/12/2010 09:04:00,AAM0658,PC-9923,Logon
{U1K5-C7MO77SK-6765NELY},03/12/2010 21:22:00,AAM0658,PC-9923,Logoff
{A7H3-M1XO75LC-9717LZEU},03/15/2010 09:10:00,AAM0658,PC-9923,Logon
{A7G0-B8XA76NZ-8288SVHJ},03/15/2010 21:28:00,AAM0658,PC-9923,Logoff
{F0X2-K5MY76OI-8988IMUS},03/16/2010 09:21:00,AAM0658,PC-9923,Logon
{G3N1-C2OT76UK-4071FWVF},03/16/2010 21:11:00,AAM0658,PC-9923,Logoff
{K5S3-U5US45TB-6318ZIPH},03/17/2010 09:03:00,AAM0658,PC-9923,Logon
{M7B9-Q9ZN83VL-2336MVGX},03/17/2010 21:23:00,AAM0658,PC-9923,Logoff
{F6O3-S9HB31CT-4000OPQN},03/18/2010 09:19:00,AAM0658,PC-9923,Logon
{N4S1-R5FV71HA-1410DTKE},03/18/2010 21:18:00,AAM0658,PC-9923,Logoff
{J1H2-K7SH31ZL-8270VAIE},03/19/2010 09:00:00,AAM0658,PC-9923,Logon
{O2B7-H3AV47KH-7601XDPW},03/19/2010 21:29:00,AAM0658,PC-9923,Logoff
{K8C1-B6WM41VB-9159QFQI},03/22/2010 09:13:00,AAM0658,PC-9923,Logon
{P6V7-M7FA51GP-5839PSBB},03/22/2010 21:16:00,AAM0658,PC-9923,Logoff
{Q7T7-A0AV54OP-9700FBQM},03/23/2010 09:16:00,AAM0658,PC-9923,Logon
{H8F4-S4SI70AM-1187JVKK},03/23/2010 21:17:00,AAM0658,PC-9923,Logoff
{A2X6-S3LQ85LM-2534SYWB},03/24/2010 09:03:00,AAM0658,PC-9923,Logon
{W1P9-A9ZD13NT-8657KILG},03/24/2010 21:17:00,AAM0658,PC-9923,Logoff
{T2Q2-Y2EA93OK-3501POMC},03/25/2010 09:15:00,AAM0658,PC-9923,Logon
{H2S0-K2FT71BB-8688IRRA},03/25/2010 21:10:00,AAM0658,PC-9923,Logoff
{Q0X1-G2EE78UO-4382TSFG},03/26/2010 09:11:00,AAM0658,PC-9923,Logon
{J4Q2-N2IW84NY-8115THVY},03/26/2010 21:23:00,AAM0658,PC-9923,Logoff
{J2K0-X0ZJ56BU-2426TTLU},03/29/2010 09:03:00,AAM0658,PC-9923,Logon
{Q7K5-A0GG35JO-3366YKTD},03/29/2010 21:21:00,AAM0658,PC-9923,Logoff
{R0Q6-Q1KX17QE-7517NUAL},03/30/2010 09:06:00,AAM0658,PC-9923,Logon
{R0Y7-L2QW98HU-6173BJKJ},03/30/2010 21:10:00,AAM0658,PC-9923,Logoff
{X6R9-D1IW30FZ-8835KPTQ},03/31/2010 09:12:00,AAM0658,PC-9923,Logon
{K9C3-V7GU18VO-9298VZKX},03/31/2010 21:21:00,AAM0658,PC-9923,Logoff
{G3K5-S3JU02UG-2275FNUB},04/01/2010 09:00:00,AAM0658,PC-9923,Logon
{Y7J0-M8HQ76ER-0824IEZG},04/01/2010 21:19:00,AAM0658,PC-9923,Logoff
{M3W4-J0TS53WZ-2432QPOT},04/05/2010 09:00:00,AAM0658,PC-9923,Logon
{S4Z4-L3XQ62SD-5652KOOG},04/05/2010 21:25:00,AAM0658,PC-9923,Logoff
{A7G5-Y7EY98NX-1803RQLL},04/06/2010 09:05:00,AAM0658,PC-9923,Logon
{C0U2-W4IK52CN-3816OPPG},04/06/2010 21:15:00,AAM0658,PC-9923,Logoff
{B0Z8-O7CZ25XA-1164ICQU},04/07/2010 09:01:00,AAM0658,PC-9923,Logon
{F1U6-D7WC19ZT-4817SDKT},04/07/2010 21:22:00,AAM0658,PC-9923,Logoff
{J3V7-S7GK76WY-8562HQQC},04/08/2010 09:16:00,AAM0658,PC-9923,Logon
{A5V7-A8GE13DN-1717SYBC},04/08/2010 21:15:00,AAM0658,PC-9923,Logoff
{O9H6-L3UA12ZI-9347XARR},04/09/2010 09:17:00,AAM0658,PC-9923,Logon
{K3G7-O4TT45WR-8101WSOP},04/09/2010 21:12:00,AAM0658,PC-9923,Logoff
{X0Z8-S8OJ43XN-7622KIJP},04/12/2010 09:17:00,AAM0658,PC-9923,Logon
{D4G8-C4DW39FO-1801GLJL},04/12/2010 21:20:00,AAM0658,PC-9923,Logoff
{H0H0-C5ZM55GA-4634GSIJ},04/13/2010 09:05:00,AAM0658,PC-9923,Logon
{T5F6-C8AB71FT-8792TVWO},04/13/2010 21:09:00,AAM0658,PC-9923,Logoff
{L2V2-Q3OE95YO-7655PIIF},04/14/2010 09:12:00,AAM0658,PC-9923,Logon
{A8D3-X0PM26OG-3180IHIO},04/14/2010 21:17:00,AAM0658,PC-9923,Logoff
{I2T1-X4EL99XX-6650EIIH},04/15/2010 09:21:00,AAM0658,PC-9923,Logon
{S0M7-Q4QZ60KY-1453AVDV},04/15/2010 21:15:00,AAM0658,PC-9923,Logoff
{W4O1-O7LO32IN-0338DBTU},04/16/2010 09:17:00,AAM0658,PC-9923,Logon
{O0F2-B5YL53ES-8621PPSI},04/16/2010 21:29:00,AAM0658,PC-9923,Logoff
{M0C7-O4IW97GA-7713HFUG},04/19/2010 09:09:00,AAM0658,PC-9923,Logon
{K4M8-Q2SJ71FD-8851BPNG},04/19/2010 21:23:00,AAM0658,PC-9923,Logoff
{R6I8-X0KR20DC-2192UTWS},04/20/2010 09:21:00,AAM0658,PC-9923,Logon
{L9L6-N5CN21QF-2356HYQX},04/20/2010 21:21:00,AAM0658,PC-9923,Logoff
{X8N3-A4UQ94JZ-1732VQER},04/21/2010 09:15:00,AAM0658,PC-9923,Logon
{C0F4-Z7GJ31AN-4791UNSI},04/21/2010 21:26:00,AAM0658,PC-9923,Logoff
{Z9D4-Z3AB00YE-1886WRSA},04/22/2010 09:18:00,AAM0658,PC-9923,Logon
{M7F8-F5YI87QV-6496DJCE},04/22/2010 21:27:00,AAM0658,PC-9923,Logoff
{P2O8-K6ZO19DF-3347NTEV},04/23/2010 09:18:00,AAM0658,PC-9923,Logon
{W5M7-B1EA62GV-4794SPLO},04/23/2010 21:14:00,AAM0658,PC-9923,Logoff
{J3W7-A4BC60RN-8792AVGH},04/26/2010 09:15:00,AAM0658,PC-9923,Logon
{C8N0-D3YP85TG-1409CYGY},04/26/2010 21:09:00,AAM0658,PC-9923,Logoff
{T6R4-I7HC52UV-3212ZCQW},04/27/2010 09:10:00,AAM0658,PC-9923,Logon
{G5J4-H2NV57QR-9434FCEJ},04/27/2010 21:17:00,AAM0658,PC-9923,Logoff
{M7A6-U5UV22TP-2689VZQF},04/28/2010 09:05:00,AAM0658,PC-9923,Logon
{W4D8-T2FF65XD-3301IRRJ},04/28/2010 21:29:00,AAM0658,PC-9923,Logoff
{V7K0-V6GC35TY-0298TKVO},04/29/2010 09:21:00,AAM0658,PC-9923,Logon
{A3S9-Y4VC26UE-8523PNCE},04/29/2010 21:13:00,AAM0658,PC-9923,Logoff
{B4U0-W4HZ17HQ-9915LDOT},04/30/2010 09:03:00,AAM0658,PC-9923,Logon
{Q4C7-T2KV34SZ-2165JUJE},04/30/2010 21:29:00,AAM0658,PC-9923,Logoff
{W9Q2-O0HQ99WX-9775EAYR},05/03/2010 09:17:00,AAM0658,PC-9923,Logon
{N8W1-J8XD97OR-3453KAEU},05/03/2010 21:10:00,AAM0658,PC-9923,Logoff
{D9X3-N1KF75XV-7656ZQHF},05/04/2010 09:17:00,AAM0658,PC-9923,Logon
{Q5W9-J0SR11AJ-2186BTFD},05/04/2010 21:15:00,AAM0658,PC-9923,Logoff
{K6N7-P0GD77MI-5852HVEP},05/05/2010 09:19:00,AAM0658,PC-9923,Logon
{B9M5-T6DB49LO-7870HPDT},05/05/2010 21:14:00,AAM0658,PC-9923,Logoff
{O6O0-J4MM94KD-5293XCZR},05/06/2010 09:20:00,AAM0658,PC-9923,Logon
{T7S3-F9ZY09KJ-2656UXDL},05/06/2010 21:13:00,AAM0658,PC-9923,Logoff
{E8J9-Z9EF22DT-8068UVQY},05/07/2010 09:16:00,AAM0658,PC-9923,Logon
{I2J9-J9QS91FF-9986HJJE},05/07/2010 21:19:00,AAM0658,PC-9923,Logoff
{O7Y2-C6TQ60ZX-5513YQWO},05/10/2010 09:18:00,AAM0658,PC-9923,Logon
{R2D4-Y5UD44QC-8903LXQG},05/10/2010 21:14:00,AAM0658,PC-9923,Logoff
{F2O7-A0XW52FL-4012CAQG},05/11/2010 09:12:00,AAM0658,PC-9923,Logon
{L3Q9-M2RB45NB-5671MSJB},05/11/2010 21:24:00,AAM0658,PC-9923,Logoff
{Q0R7-L5KW85MU-4742GARB},05/12/2010 09:03:00,AAM0658,PC-9923,Logon
{I1Y0-G8FE33LL-0601YCDL},05/12/2010 21:09:00,AAM0658,PC-9923,Logoff
{D2Z7-C8GE60GK-2929JPAY},05/13/2010 09:05:00,AAM0658,PC-9923,Logon
{C5C5-C4DF15OV-3234CIJL},05/13/2010 21:30:00,AAM0658,PC-9923,Logoff
{U6D2-A0BW02BU-2200NSHQ},05/14/2010 09:09:00,AAM0658,PC-9923,Logon
{I0W6-G5IW10VI-4461XXQJ},05/14/2010 21:17:00,AAM0658,PC-9923,Logoff
{C9X2-B0GD32IK-0972AUFN},05/17/2010 09:20:00,AAM0658,PC-9923,Logon
{Y1J1-T1KM61GN-0186RRWI},05/17/2010 21:13:00,AAM0658,PC-9923,Logoff
{A5V2-Y7OJ12AA-5122IMXP},05/18/2010 09:02:00,AAM0658,PC-9923,Logon
{Y9B5-V3BO80UD-8526VAYV},05/18/2010 21:20:00,AAM0658,PC-9923,Logoff
{Z4Q4-L5GQ78FM-4967ITFG},05/19/2010 09:02:00,AAM0658,PC-9923,Logon
{W5W9-U6VB78WL-4000DCZV},05/19/2010 21:29:00,AAM0658,PC-9923,Logoff
{E6W1-A3DD39VX-6511JWLP},05/20/2010 09:14:00,AAM0658,PC-9923,Logon
{F9Z8-G0CW59JF-6360DSBR},05/20/2010 21:14:00,AAM0658,PC-9923,Logoff
{Z6U3-P9DY39UT-2451UINA},05/21/2010 09:09:00,AAM0658,PC-9923,Logon
{A4R7-M2ML36DA-0280DAHA},05/21/2010 21:22:00,AAM0658,PC-9923,Logoff
{S1T9-U9WT87EY-9667MPSY},05/24/2010 09:19:00,AAM0658,PC-9923,Logon
{A4M5-X8EV47WM-3309GNHS},05/24/2010 21:13:00,AAM0658,PC-9923,Logoff
{Y2W7-A0RW89IO-2095SHHT},05/25/2010 09:18:00,AAM0658,PC-9923,Logon
{E9E8-K2JO37FB-6612CTLT},05/25/2010 21:12:00,AAM0658,PC-9923,Logoff
{W3U5-K0YT67EY-0251QSEJ},05/26/2010 09:20:00,AAM0658,PC-9923,Logon
{M8E4-T6DI07SF-4782FSLC},05/26/2010 21:11:00,AAM0658,PC-9923,Logoff
{H0P2-Q6IR33UC-1183GGPZ},05/27/2010 09:07:00,AAM0658,PC-9923,Logon
{Q9A7-V1DW50RD-4288ODZN},05/27/2010 21:28:00,AAM0658,PC-9923,Logoff
{D1V6-U2TO54ZF-6349PPWT},05/28/2010 09:04:00,AAM0658,PC-9923,Logon
{V8X5-O4NP73EN-2366JMFJ},05/28/2010 21:22:00,AAM0658,PC-9923,Logoff
{Q6V8-S2PI88OG-5349TPAT},06/01/2010 09:20:00,AAM0658,PC-9923,Logon
{J0T2-V3ZC19JZ-9508LGLL},06/01/2010 21:13:00,AAM0658,PC-9923,Logoff
{K2E3-K5AZ25OY-5248DQQM},06/02/2010 09:13:00,AAM0658,PC-9923,Logon
{W7S4-S6ZD32ZR-4791AGGK},06/02/2010 21:12:00,AAM0658,PC-9923,Logoff
{E1X4-A5UW89YK-6462QRTO},06/03/2010 09:14:00,AAM0658,PC-9923,Logon
{R5N0-B8AW12FK-3402NLQC},06/03/2010 21:26:00,AAM0658,PC-9923,Logoff
{V7Y8-C7BD43YD-2829BDSX},06/04/2010 09:15:00,AAM0658,PC-9923,Logon
{T8W6-K1SL03KK-5732LYYD},06/04/2010 21:15:00,AAM0658,PC-9923,Logoff
{U0N9-T7PB54RV-2790YJFN},06/07/2010 09:15:00,AAM0658,PC-9923,Logon
{U5L2-G5XF80NG-9510GRXT},06/07/2010 21:18:00,AAM0658,PC-9923,Logoff
{C3X7-R8MJ58QG-5787LOTX},06/08/2010 09:20:00,AAM0658,PC-9923,Logon
{F3F8-J2TF44AA-1788IDHM},06/08/2010 21:09:00,AAM0658,PC-9923,Logoff
{H3U0-O4UV95VB-6704GDIK},06/09/2010 09:05:00,AAM0658,PC-9923,Logon
{H5O2-U3RJ53LS-9811MSOS},06/09/2010 21:27:00,AAM0658,PC-9923,Logoff
{H4B5-P2BV02AX-6002JEAF},06/10/2010 09:06:00,AAM0658,PC-9923,Logon
{U8O2-I3SM17BE-8644XKCK},06/10/2010 21:28:00,AAM0658,PC-9923,Logoff
{C5G0-G7AD44CK-3598KKIK},06/11/2010 09:15:00,AAM0658,PC-9923,Logon
{H3F8-O9ZI36KQ-3305GYNE},06/11/2010 21:10:00,AAM0658,PC-9923,Logoff
{R7Y2-B7SM45FX-9054ZKRT},06/14/2010 09:09:00,AAM0658,PC-9923,Logon
{D6Q8-V1EU21WO-1605CCKI},06/14/2010 21:21:00,AAM0658,PC-9923,Logoff
{S2G6-E2WI22JJ-3259IMBV},06/15/2010 09:17:00,AAM0658,PC-9923,Logon
{D7Y0-J5EO30KY-5478OZTW},06/15/2010 21:16:00,AAM0658,PC-9923,Logoff
{Z0F5-H3EZ27KI-7271QZBC},06/16/2010 09:18:00,AAM0658,PC-9923,Logon
{F7T0-V1KR46YO-5039QIJA},06/16/2010 21:18:00,AAM0658,PC-9923,Logoff
{S0X9-Q0SQ92MZ-4322OSPA},06/17/2010 09:21:00,AAM0658,PC-9923,Logon
{E0W7-Q3XU77PR-8649VKJR},06/17/2010 21:11:00,AAM0658,PC-9923,Logoff
{R5F1-P9VX72ZP-7634AXLS},06/18/2010 09:16:00,AAM0658,PC-9923,Logon
{W0Q0-U6GS28RM-8958HXTE},06/18/2010 21:13:00,AAM0658,PC-9923,Logoff
{L8P1-F1BG33CY-2900JSDS},06/21/2010 09:07:00,AAM0658,PC-9923,Logon
{O2X4-U8DX62PE-2057UDMS},06/21/2010 21:13:00,AAM0658,PC-9923,Logoff
{C9Q5-P1QI76VG-3687OIQZ},06/22/2010 09:13:00,AAM0658,PC-9923,Logon
{R4G6-Y9FK17ZN-3697JCLY},06/22/2010 21:29:00,AAM0658,PC-9923,Logoff
{M1A3-O6MQ00PZ-9858VQND},06/23/2010 09:13:00,AAM0658,PC-9923,Logon
{F8E5-G8YJ88OE-9727WXUJ},06/23/2010 21:28:00,AAM0658,PC-9923,Logoff
{N1R9-T1LN56ED-9217XQMU},06/24/2010 09:17:00,AAM0658,PC-9923,Logon
{D7V9-U1WI61OO-5394NTGV},06/24/2010 21:14:00,AAM0658,PC-9923,Logoff
{W4M3-J5MP55UH-4538METZ},06/25/2010 09:09:00,AAM0658,PC-9923,Logon
{O3T6-F0WA62AG-9208TPQX},06/25/2010 21:19:00,AAM0658,PC-9923,Logoff
{R9Q5-A2FQ62YR-4415EBTS},06/28/2010 09:15:00,AAM0658,PC-9923,Logon
{U0B3-T6QV47ID-7558PLLR},06/28/2010 21:20:00,AAM0658,PC-9923,Logoff
{E8D6-C8ZW73GS-2364JINV},06/29/2010 09:15:00,AAM0658,PC-9923,Logon
{A5X4-K5VR97OZ-7350XOGJ},06/29/2010 21:14:00,AAM0658,PC-9923,Logoff
{Y3H8-N2FP33VE-9224RAVT},06/30/2010 09:19:00,AAM0658,PC-9923,Logon
{X9T6-Q1AE23JS-1926JXFP},06/30/2010 21:14:00,AAM0658,PC-9923,Logoff
{X0U7-J2PJ58PS-8341RWXO},07/01/2010 09:10:00,AAM0658,PC-9923,Logon
{P0U8-J0IJ11YZ-6491OMNJ},07/01/2010 21:29:00,AAM0658,PC-9923,Logoff
{D7O9-V9NC11NK-4601TMZR},07/02/2010 09:09:00,AAM0658,PC-9923,Logon
{T7D0-N1AO26KV-4020NEGO},07/02/2010 21:27:00,AAM0658,PC-9923,Logoff
{A8K5-L8FD41OX-5746FZBP},07/06/2010 09:03:00,AAM0658,PC-9923,Logon
{E2J6-J9LR72MR-1491KJVF},07/06/2010 21:10:00,AAM0658,PC-9923,Logoff
{R4L0-Y4MF94WD-6086IIYF},07/07/2010 09:18:00,AAM0658,PC-9923,Logon
{W0H1-W7CQ67SK-1246SMBH},07/07/2010 21:13:00,AAM0658,PC-9923,Logoff
{X7Q9-J1IN93QZ-4062QGZL},07/08/2010 09:02:00,AAM0658,PC-9923,Logon
{N7E0-I4HF13RD-9885XSDX},07/08/2010 21:23:00,AAM0658,PC-9923,Logoff
{X0I2-B1LW17ZC-7891BDHI},07/09/2010 09:21:00,AAM0658,PC-9923,Logon
{Q3W4-M4BK81SP-8874ZVWC},07/09/2010 21:14:00,AAM0658,PC-9923,Logoff
{J5V5-M4OR34NM-6413FJWT},07/12/2010 09:20:00,AAM0658,PC-9923,Logon
{W8Q4-L5PS07SD-3815ANHW},07/12/2010 21:11:00,AAM0658,PC-9923,Logoff
{X8P1-N9VY21ZW-5524ITEY},07/13/2010 09:21:00,AAM0658,PC-9923,Logon
{L6R7-W4TM90JT-5671KQFE},07/13/2010 21:12:00,AAM0658,PC-9923,Logoff
{B9W1-R4YZ16AJ-4964AWZZ},07/14/2010 09:19:00,AAM0658,PC-9923,Logon
{M2D3-Q8QG51PR-6242VFSC},07/14/2010 21:10:00,AAM0658,PC-9923,Logoff
{Q8L5-X5HU02XD-1755KRZW},07/15/2010 09:21:00,AAM0658,PC-9923,Logon
{W3F3-B5DD44ZU-8179FDNY},07/15/2010 21:25:00,AAM0658,PC-9923,Logoff
